Debtor,Tuition fees up to date,Scholarship holder,Admission grade,Previous qualification (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Mother's qualification,Father's qualification,Target,Mother_qual_code,Father_qual_code,Mother_qual_label,Father_qual_label
No,No,No,127.0,120.0,6,6,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,140.0,140.0,6,14,5,12.0,1,3,Enrolled,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,120.0,127.0,5,6,5,12.6,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,110.0,110.0,6,7,0,0.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,127.0,148.0,8,8,7,12.84142857142857,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,159.5,170.0,6,6,0,0.0,19,38,Dropout,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,135.2,146.0,6,7,6,14.166666666666666,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,122.8,127.0,6,7,6,12.166666666666666,5,3,Enrolled,5,3,Doctorate,Higher Education - Degree
No,Yes,No,118.0,125.0,6,12,4,10.8,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,123.6,139.0,6,6,6,13.0,38,1,Dropout,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,No,No,111.0,133.1,5,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,144.6,146.0,5,5,5,13.0,5,1,Graduate,5,1,Doctorate,Secondary Education - 12th Year
Yes,Yes,No,111.8,109.0,6,8,6,11.571428571428571,2,3,Dropout,2,3,Bachelor's Degree,Higher Education - Degree
Yes,No,No,122.1,135.0,6,6,4,11.5,1,38,Dropout,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,119.9,122.0,6,8,5,11.0,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,130.0,130.0,6,10,6,17.11111111111111,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,118.4,124.0,0,0,0,0.0,2,2,Enrolled,2,2,Bachelor's Degree,Bachelor's Degree
No,Yes,Yes,112.6,115.0,6,9,6,12.571428571428571,3,2,Graduate,3,2,Higher Education - Degree,Bachelor's Degree
No,Yes,No,150.0,150.0,6,6,0,0.0,3,19,Dropout,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,165.8,170.0,6,7,6,14.5,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,Yes,101.7,102.0,6,6,6,13.5,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,No,No,124.3,140.0,6,9,5,11.2,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,122.1,135.0,5,10,3,10.666666666666666,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,134.7,148.0,13,15,9,11.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,154.5,140.0,1,2,0,0.0,1,37,Dropout,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,128.8,147.0,5,5,1,10.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,No,Yes,106.0,140.0,7,14,5,12.36,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,146.2,157.0,6,8,6,15.25,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,116.9,120.0,5,5,0,0.0,38,3,Dropout,38,3,Basic Education - 2nd Cycle (6th/7th/8th),Higher Education - Degree
No,Yes,No,118.2,133.1,5,8,1,13.0,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,105.7,140.0,8,8,8,13.81375,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,126.9,130.0,6,8,6,13.285714285714286,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,150.0,150.0,6,11,4,11.5,19,38,Enrolled,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,108.4,115.0,7,8,7,11.9625,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,114.2,118.0,7,9,6,13.683333333333332,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,140.0,130.0,8,8,7,14.985714285714286,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,No,142.5,130.0,5,8,4,11.25,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,126.5,130.0,6,8,4,12.5,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,111.3,120.0,6,0,0,0.0,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,125.1,130.0,7,10,7,13.78,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,126.3,141.0,7,10,7,13.805,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,142.2,138.0,5,7,5,13.8,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,110.2,113.0,5,7,3,12.666666666666666,37,19,Enrolled,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,127.0,135.0,7,7,7,14.424285714285714,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,128.6,137.0,6,7,6,13.166666666666666,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,130.4,133.1,5,10,3,10.666666666666666,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,134.4,100.0,16,20,14,12.071428571428571,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,100.0,133.1,6,10,3,10.25,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,133.0,142.0,8,8,8,14.11,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,126.7,140.0,6,9,5,12.4,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,No,No,129.0,129.0,6,7,6,12.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,133.7,141.0,6,6,6,14.833333333333334,2,3,Graduate,2,3,Bachelor's Degree,Higher Education - Degree
No,Yes,Yes,122.2,118.0,6,7,6,15.428571428571429,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,128.9,131.0,5,7,5,11.6,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,154.4,161.0,6,6,6,14.166666666666666,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,130.0,130.0,7,9,1,9.8,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,113.0,121.0,5,12,4,10.714285714285714,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,123.3,133.1,5,7,0,0.0,1,29,Dropout,1,29,Secondary Education - 12th Year,9th Year - Not Completed
Yes,Yes,Yes,130.0,130.0,6,13,3,12.333333333333334,1,3,Dropout,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,101.3,133.1,6,13,6,13.0,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,113.7,120.0,5,7,4,11.4,1,14,Graduate,1,14,Secondary Education - 12th Year,10th Year of Schooling
No,Yes,No,138.8,140.0,7,7,6,12.766666666666666,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
Yes,Yes,No,140.0,133.1,6,11,5,12.6,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,Yes,130.0,130.0,7,8,7,13.0,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,132.5,140.0,7,7,6,14.316666666666668,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,117.4,124.0,5,7,4,12.75,2,1,Graduate,2,1,Bachelor's Degree,Secondary Education - 12th Year
No,Yes,Yes,109.8,115.0,5,5,5,13.4,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,116.5,100.0,6,6,0,0.0,12,5,Dropout,12,5,11th Year - Other,Doctorate
No,Yes,Yes,165.2,162.0,5,6,4,15.75,37,1,Graduate,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,No,113.0,121.0,6,9,5,12.4,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,123.3,125.0,6,8,6,11.5,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,116.7,123.0,5,5,5,13.4,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,Yes,110.0,140.0,5,9,3,11.666666666666666,38,19,Enrolled,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,118.9,133.1,7,0,0,0.0,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,103.6,120.0,8,11,7,13.285714285714286,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,Yes,122.7,136.0,6,10,4,11.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,113.5,133.1,9,11,8,13.25,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,128.2,110.0,14,24,11,12.25,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,120.0,120.0,7,8,6,12.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.0,133.1,6,10,1,12.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,110.0,110.0,15,15,13,10.923076923076923,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,117.7,130.0,12,12,10,12.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,99.6,102.0,5,10,5,13.714285714285714,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,117.9,127.0,5,8,1,10.0,3,37,Dropout,3,37,Higher Education - Degree,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,113.0,133.1,6,18,2,10.333333333333334,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,124.4,137.0,7,8,7,12.728571428571428,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,No,No,140.0,130.0,15,22,12,13.333333333333334,35,35,Dropout,35,35,Cannot Read or Write,Cannot Read or Write
No,Yes,No,132.4,130.0,11,20,9,12.22222222222222,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,124.0,131.0,6,7,6,11.333333333333334,38,36,Graduate,38,36,Basic Education - 2nd Cycle (6th/7th/8th),Can Read (No 4th Year)
Yes,Yes,No,132.0,162.0,5,8,4,11.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,149.8,140.0,5,5,5,13.8,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,160.0,160.0,7,16,1,12.0,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,No,No,114.6,117.0,6,9,4,11.25,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,120.0,150.0,5,6,4,10.5,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,100.0,133.1,18,20,18,11.555555555555555,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,128.5,125.0,6,13,1,14.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,No,No,113.0,130.0,6,17,1,13.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,150.8,170.0,6,13,2,11.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.8,132.0,8,8,7,13.68142857142857,19,3,Enrolled,19,3,Basic Education - 3rd Cycle,Higher Education - Degree
No,Yes,No,114.5,133.1,7,11,6,12.1,38,19,Enrolled,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,114.8,120.0,6,8,4,10.5,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,126.2,126.0,7,10,5,11.94,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,No,No,129.0,130.0,7,11,4,12.86,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,110.5,133.1,6,10,6,14.25,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,No,No,132.5,141.0,7,0,0,0.0,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,130.7,138.0,0,0,0,0.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,130.4,130.0,7,7,7,13.894285714285711,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,124.3,128.0,7,8,7,13.46875,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,132.6,135.0,5,5,5,13.6,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,146.7,150.0,6,6,6,14.666666666666666,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.1,135.0,6,6,6,13.666666666666666,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,120.0,120.0,12,22,10,13.3,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,121.3,120.0,11,13,11,13.454545454545457,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,133.3,140.0,8,8,8,13.41625,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,110.5,140.0,7,0,0,0.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,102.5,140.0,6,6,6,11.333333333333334,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,150.9,156.0,6,8,6,16.0,40,40,Dropout,40,40,Higher Education - Degree (1st cycle),Higher Education - Degree (1st cycle)
Yes,Yes,No,106.6,133.1,6,8,5,11.0,37,19,Enrolled,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,118.3,120.0,6,8,6,12.857142857142858,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,No,No,117.9,100.0,5,5,0,0.0,3,19,Dropout,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,135.0,120.0,5,5,5,14.8,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,No,No,120.0,120.0,5,7,1,13.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,167.1,172.0,0,0,0,0.0,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
Yes,No,No,115.8,120.0,9,14,4,10.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,141.2,137.0,6,11,5,11.2,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,118.4,117.0,6,8,6,11.833333333333334,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,134.3,142.0,5,0,0,0.0,38,37,Dropout,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,128.7,135.0,5,8,2,10.5,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,No,No,116.1,115.0,5,8,5,12.5,3,1,Dropout,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,100.0,110.0,0,0,0,0.0,12,3,Dropout,12,3,11th Year - Other,Higher Education - Degree
No,Yes,No,118.8,123.0,10,10,5,11.0,1,3,Enrolled,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,No,130.0,140.0,10,14,9,12.333333333333334,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,150.0,150.0,6,9,0,0.0,1,3,Dropout,1,3,Secondary Education - 12th Year,Higher Education - Degree
Yes,Yes,Yes,116.0,120.0,5,14,1,17.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,99.0,110.0,5,5,5,11.0,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,132.0,133.0,6,11,5,11.142857142857142,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,No,No,125.0,110.0,8,19,5,12.166666666666666,12,19,Dropout,12,19,11th Year - Other,Basic Education - 3rd Cycle
Yes,No,No,116.2,126.0,5,9,2,11.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,No,No,100.0,133.1,5,8,1,11.0,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,No,132.9,136.0,6,10,4,13.25,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,132.5,129.0,6,7,0,0.0,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,No,No,140.0,140.0,6,17,2,12.5,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,No,No,100.1,160.0,10,10,7,12.142857142857142,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,No,128.2,133.1,5,8,3,12.0,37,36,Dropout,37,36,Basic Education - 1st Cycle (4th/5th),Can Read (No 4th Year)
No,Yes,No,133.4,140.0,6,6,4,11.25,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,No,No,136.1,142.0,4,8,0,0.0,34,1,Dropout,34,1,Unknown,Secondary Education - 12th Year
Yes,No,No,123.0,138.0,6,7,5,12.4,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,130.3,131.0,6,6,6,12.833333333333334,3,19,Graduate,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,153.7,160.0,5,7,1,13.0,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,No,No,142.5,110.0,7,7,5,12.0,40,1,Dropout,40,1,Higher Education - Degree (1st cycle),Secondary Education - 12th Year
No,Yes,No,114.6,124.0,6,13,2,12.0,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,108.5,120.0,7,18,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,140.0,133.1,5,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,120.0,133.1,6,10,6,11.375,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,120.0,133.1,6,15,2,12.0,2,1,Dropout,2,1,Bachelor's Degree,Secondary Education - 12th Year
No,Yes,No,127.6,123.0,6,6,6,11.833333333333334,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,140.0,140.0,6,17,1,12.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,111.3,138.7,6,7,3,12.0,1,12,Dropout,1,12,Secondary Education - 12th Year,11th Year - Other
No,Yes,Yes,131.0,131.0,6,7,6,12.714285714285714,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,Yes,139.5,149.0,8,8,8,15.3,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,No,No,110.0,133.1,8,12,2,11.5,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,130.0,130.0,5,12,1,13.0,3,19,Enrolled,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,115.0,120.0,6,12,0,0.0,3,3,Dropout,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,154.3,133.1,7,0,0,0.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,135.0,143.0,5,8,4,11.0,1,37,Enrolled,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,No,No,115.2,126.0,6,7,3,12.666666666666666,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,130.6,125.0,6,6,6,13.5,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,117.4,123.0,5,7,5,12.0,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
Yes,No,No,150.0,150.0,5,6,0,0.0,3,37,Dropout,3,37,Higher Education - Degree,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,131.3,132.0,6,8,5,11.8,34,34,Dropout,34,34,Unknown,Unknown
No,No,No,120.4,133.0,6,12,2,11.5,34,37,Dropout,34,37,Unknown,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,113.6,122.0,5,11,2,11.5,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,125.0,137.0,7,7,6,14.616666666666667,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,132.3,145.0,8,8,7,14.06,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,142.7,150.0,6,9,4,11.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,130.0,130.0,5,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,120.8,136.0,14,22,7,12.192307692307692,37,1,Graduate,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,Yes,130.3,131.0,6,6,6,12.833333333333334,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,119.9,130.0,5,8,5,12.875,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,110.5,108.0,6,6,6,12.166666666666666,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,160.0,160.0,6,11,6,13.428571428571429,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,118.6,113.0,6,6,6,14.5,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,112.3,113.0,7,7,7,12.142857142857142,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,124.4,137.0,5,6,4,11.25,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,125.0,148.0,7,7,6,13.9,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,105.8,130.0,7,12,3,13.766666666666666,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,121.5,133.1,15,17,13,11.615384615384617,34,34,Dropout,34,34,Unknown,Unknown
No,Yes,Yes,134.2,138.0,6,6,6,15.166666666666666,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
